Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice Period To Terminate Renewal,Governing Law,Most Favored Nation,Competitive Restriction Exception,Non-Compete,Exclusivity,No-Solicit Of Customers,No-Solicit Of Employees,Non-Disparagement,Termination For Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change Of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restrictions,Minimum Commitment,Volume Restriction,Ip Ownership Assignment,Joint Ip Ownership,License Grant,Non-Transferable License,Affiliate License-Licensor,Affiliate License-Licensee,Unlimited/All-You-Can-Eat-License,Irrevocable Or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap On Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not To Sue,Third Party Beneficiary
"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services_Agreement",SERVICES AGREEMENT,"Oaktree Capital Management. L.P. (""Oaktree US""); Oaktree Capital Management (International) Limited (""Sub-Advisor"")",9/25/18,9/25/18,,,,"England and Wales, UK",No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING_AGREEMENT","ASP and Outsourcing Agreement

Order Form","E.PIPHANY, INC. (""E.piphany""); HIGH SPEED NET SOLUTIONS, INC. (""HSNS"")",07/31/2000; 07/[]/2000,07/31/2000; 07/[]/2000,07/[]/2003,,,California,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING_AGREEMENT,TECHNOLOGY OUTSOURCING AGREEMENT,"Oriental Financial Group Inc. (""Customer""); Melavante Corporation (""Melavante"")",1/26/07,1/26/07,11/30/14,12 Months,3 Months,New York,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY_AGREEMENT1,AGENCY AGREEMENT,"Dundee Securities Ltd.(""Lead Agent""); Kes 7 Capital Inc. and Bloom Burton & Co. Ltd. (collectively with the Lead Agent, ""Agents"" and each individually an ""Agent""); Tribute Pharmaceuticals Canada Inc. (""Corporation"")",5/21/15,,,,,"Ontario, Canada",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY_AGREEMENT2,AGENTS??? CERTIFICATE,"Tribute Pharmaceuticals Inc. (""Corporation""); [] (""Agent""); [] (""U.S. Affiliate""); U.S. registered broker-dealer affiliate of the Agent",[]/[]/2015,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"OMINTO,INC_03_29_2004-EX-10-RESELLER_AGREEMENT",RESELLER AGREEMENT,"MediaNet Group Technologies, Inc. (""MEDIANET GROUP TECHNOLOGIES""); International Direct Response, Inc. (""RESELLER"")",3/19/04,3/19/04,3/19/05,successive 1 year,,Florida,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT_AND_MAINTENANCE_AGREEMENT",SUPPORT AND MAINTENANCE AGREEMENT,"On2 Technologies, Inc. (""On2""); Wildform, Inc. (""Wildform"")",04/[]/2005,04/[]/2005,10/[]/2006,,,New York,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION_AGREEMENT,PROMOTION AGREEMENT,"Charity Tunes Inc. (""Charity Tunes""); ConAgra Foods Canada  Inc. (""Sponsor"")",6/29/09,,,,,"Ontario, Canada",No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT_FILING_AGREEMENT",JOINT FILING AGREEMENT,"UNIFORM INVESTCO LP; UNIFORM INVESTCO GP LLC; THE V??RDE FUND VI-A, L.P.; V??RDE INVESTMENT PARTNERS, L.P.; V??RDE INVESTMENT PARTNERS (OFFSHORE) MASTER, L.P.; V??RDE INVESTMENT PARTNERS G.P., LLC; THE V??RDE SKYWAY MASTER FUND, L.P.;THE V??RDE SKYWAY FUND G.P., L.P.; THE V??RDE SKYWAY FUND UGP, LLC; THE V??RDE FUND XII (MASTER), L.P.; THE V??RDE FUND XII G.P., L.P.; THE V??RDE FUND XII UGP, LLC; V??RDE CREDIT PARTNERS MASTER, L.P.",2/20/20,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
OPERALTD_04_30_2020-EX-4.14-SERVICE_AGREEMENT,Service Agreement,"PC Financial Services Private Limited (""PC Financial""); Mobimagic Co., Ltd. (""Mobimagic""); (each as ""Party"" collectively as ""Parties"")",19/1/04,19/1/04,3/30/20,,,India,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR_AGREEMENT",DISTRIBUTOR AGREEMENT,"COMWARE TECHNICAL SERVICES (""COMWARE""); INTERNATIONAL TEST SYSTEMS, INC. (""ITS"")",,,10/15/00,6 months,,Texas,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_ALLIANCE_AGREEMENT,Strategic Alliance Agreement,"UTEK Corporation (""UTK""); World Energy Solutions (""AVDU"")",5/9/09,,6/9/09,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL_PROPERTY_AGREEMENT_by_and_among_UNITED_TECHNOLOGIES_CORPORATION,_OTIS_WORLDWIDE_CORPORATION_and_CARRIER_~1",INTELLECTUAL PROPERTY AGREEMENT,"United Technologies Corporation (""UTC""); Otis Worldwide Corporation (""Otis""); Carrier Global Corporation (""Carrier""); each a ""Party"", and together, the ""Parties""",20/2/04,,perpetual,,,Delaware,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,"American Champion Media, (""ACM""); Shun Li De Commerce & Trading Ltd, (""SLD"")",4/14/00,,,,,California; Hong Kong,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"PACIRA_PHARMACEUTICALS,_INC._-_A_R_STRATEGIC_LICENSING,_DISTRIBUTION_AND_MARKETING_AGREEMENT","AMENDED AND RESTATED STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT","PACIRA PHARMACEUTICALS, INC. (""F/K/A SKYEPHARMA, INC."", ???PPI???); EKR THERAPEUTICS, INC. (""EKR"")",10/15/09,7/10/08,perpetual,successive 2 years,180 days,New York,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
PANDIONTHERAPEUTICSHOLDCOLLC_05_22_2020-EX-10.17-CONSULTING_AGREEMENT,CONSULTING AGREEMENT,"Immunotolerance, Inc. (""Company""); Alan Crane (""Consultant"")",3/27/17,,3/27/21,successive 1 year,90 days,Massachusetts,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"PAXMEDICA,INC_07_02_2020-EX-10.12-Master_Service_Agreement",Master Service Agreement,"CRO Consultiong (Pty) Limited (""CRO""); Purinis Pharmaceuticals LLC (""Client"")",5/25/08,5/25/18,,,,Connecticut,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
PFSFUNDS_06_26_2020-EX-99.H_OTH_MAT_CONT-SERVICES_AGREEMENT,SERVICES AGREEMENT,"PFS Funds (""Trust""); Potomac Fund Management, Inc. (""Adviser"")",6/24/20,6/24/20,6/24/22,,,Massachusetts,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC_ALLIANCE_AGREEMENT,STRATEGIC ALLIANCE AGREEMENT,"PHL VARIABLE INSURANCE COMPANY (""PHLVIC""); PHOENIX LIFE INSURANCE COMPANY (""PLIC"", together with PHLVIC, ???PHL Variable???); PHOENIX EQUITY PLANNING CORPORATION (""PEPCO"", together with PHLVIC and PLIC,  the ???PHL Parties???); INVESTORS CAPITAL CORPORATION (""ICC"")",,,perpetual,,,Connecticut,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC_ALLIANCE_AGREEMENT",STRATEGIC ALLIANCE AGREEMENT,"Allscripts Healthcare, LLC (""Allscripts""); Phreesia, Inc. (""Company"", ""Phreesia""); (Allscripts and the Company are sometimes referred to herein as a ???Party??? and collectively as the ???Parties???)",15/10/12,15/10/12,20/10/12,successive [],,Illinois,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
PLAYAHOTELS_RESORTSNV_03_14_2017-EX-10.22-STRATEGIC_ALLIANCE_AGREEMENT_Hyatt_Ziva_Cancun,STRATEGIC ALLIANCE AGREEMENT,"Hyatt Franchising Latin America, L.L.C. (""Hyatt""); Playa Hotels & Resorts, B.V. (""Playa""); Hyatt and Playa (each a ???Party??? and collectively as the ???Parties???)",12/14/16,12/14/16,,,,Illinois,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT_FILING_AGREEMENT",JOINT FILING AGREEMENT,"ARES TRADING SA; MERCK SERONO SA COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY; MERCK KGAA DARMSTADT, GERMANY",,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL_PROPERTY_AGREEMENT,Intellectual Property Agreement,"Marv Enterprises, LLC (""Marv""); Premier Biomedical, Inc. (""Premier""); Technology Health, Inc. (""THI""); (Each shall be referred to as a ???Party??? and collectively as the ???Parties.???)",20/12/05,20/12/05,,,,Pennsylvania,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION_AND_LIQUIDITY_MAINTENANCE_AGREEMENT,COMPLEHON AGREEMENT AND UQITDITV MAINTENANCE AGREEMENT,"PRIMEEVERGY CORPORATION (""Prime); GUARANTY BANK (""Guaranty""); PRIME OFFSHORE L.L.C. (""Offshore"")",6/29/06,6/29/06,,,,Texas,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY_AGREEMENT,SUPPLY AGREEMENT,"Profound Medical Inc. (""Customer""); Philips Medical Systems Nederland B.V. (""Philips""); (Customer and Philips hereinafter also collectively referred to as the ???Parties??? and individually as a ???Party???)",7/31/17,7/31/17,[]/[]/[],,,Netherlands,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,"SABCO RACING, INC. (""Sabco""); Prolong Super Lubricants (""Prolong"")",12/19/97,,,,,North Carolina,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content_License_Agreement,CONTENT LICENSE AGREEMENT,"PACIFICAP ENTERTAINMENT (""Licensor""); THE HENRY FILM AND ENTERTAINMENT CORPORATION (""Licensee"")",5/3/11,,,successive 3 years,60) days,California,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark_License_Agreement,TRADEMARK LICENSE AGREEMENT,"Palmer Square Capital Management LLC (""Licensor""); Palmer Square Capital BDC Inc. (""Licensee"")",[]/[]/2020,[]/[]/2020,perpetual,,,New York,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement_Agreement,ENDORSEMENT AGREEMENT,"ABG-Shaq, LLC (""ABG""); Papa John's Marketing Fund, Inc (""PJMF""); Papa John's International, Inc (""PJI"")(PJMF and PJI individually and collectively, ""PAPA JOHN'S"")",3/15/19,3/15/19,3/15/22,,,Delaware,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding_Agreement,CO-BRANDING AGREEMENT,"VerticalNet, Inc. (""""VerticalNet""); PaperExchange.com, LLC (""PaperExchange"")",,9/30/99,9/30/03,successive 1 year,30 days,Pennsylvania,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing_Agreement,Outsourcing Agreement,"Paratek Pharmaceuticals, Inc. (""Customer""); CARBOGEN AMCIS AG (???Supplier??? and, collectively with Customer, the ???Parties???, and each, a ???Party)",12/30/16,12/30/16,,,,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting_Agreement,MOBILE VIRTUALNETWORK ENABLER HOSTING AGREEMENT,"Elephant Talk Communication Holding AG (""ELEPHANT TALK""); T-Mobile Netherlands B.V. (""T-Mobile"")(""Party"" and together as ""Parties"")",9/18/08,9/18/08,,,,Netherlands,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding_Agreement1,CO-BRANDING AGREEMENT,"PC QUOTE, INC. (""PCQ""); AB Wately, Inc. and all of its subsidiaries and related companies (""ABW"" )",10/11/96,10/11/96,,,,Illinois,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding_Agreement2,"AMENDMENT TO SECTION 2, PART B OF THE CO-BRANDING AGREEMENT","PC Quote, Inc. (""PCQ""); A.B. Watley, Inc. (""ABW"")",12/9/96,12/9/96,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding_Agreement3,SECOND AMENDMENT TO CO-BRANDING AGREEMENT,"PC QUOTE, INC. (""PCQ""); A.B. Watley, Inc. (""ABW"")",2/23/98,2/23/98,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development_Agreement1,"STATEMENT OF WORK - APPENDIX A

Software Development Agreement","SEATTLE SOFTWARE DEVELOPERS, Inc. (""Developer""); PELICAN DELIVERS INC. (""Client"")",,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development_Agreement2,SOFTWARE DEVELOPMENT AGREEMENT,"DOT COM LLC (""Developer""); Pelican Delivers Inc. (""Client"")(""Party"", and collectively as the ""Parties"")",18/3/12,18/3/12,perpetual,,,,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation_Agreement,GAS TRANSPORTATION AGREEMENT,"PennTex North Louisiana Operating, LLC (""Transporter""); MRD Operating LLC (???Customer???)(""Parties"" and individually as a ""Party)",4/14/15,4/14/15,12/31/30,perpetual,30 days,Texas,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement_Agreement,ENDORSEMENT AGREEMENT,"Golfers Incorporated (""Company""); Andy North (""North"")",2/21/11,2/21/11,12/31/12,,,Florida,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise_Agreement1,FORM OF FRANCHISE AGREEMENT,"Pizza Fusion Holding, Inc. (""we"", ""us"", ""our""); the individual or legal entity identified on the cover page (""Franchisee"", ""You"", ""your"")",,,,10 years,,Florida,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise_Agreement3,SAMPLE OF NON-DISCLOSURE AND NON-COMPETITION AGREEMENT,"[] (""Franchisee""); [] (""Member"")",[]/[]/20[],,,,,,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PharmagenInc_20120803_8-KA_EX-10.1_7693204_EX-10.1_Endorsement_Agreement,ENDORSEMENT AGREEMENT,"Healthcare Distribution Specialists LLC (""HDS""); Paul Silas (""Celebrity"")",2/20/12,2/20/12,2/19/13,,,Georgia,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development_Agreement,CO-DEVELOPMENT AGREEMENT,"PhaseBio Pharmaceuticals Inc. (""PB""); SFJ Pharmaceuticals X, Ltd. (""SFJ"")(""party"" and collectively, the ""Parties"")",20/9/01,20/9/01,,,,Delaware,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
PhoenixNewMediaLtd_20110421_F-1_EX-10.17_6958322_EX-10.17_Content_License_Agreement,Program Content License Agreement,"Phoenix Satellite Television Company Limited (""Party A""""Phoenix Satellite TV""); Beijing Tianying Jiuzhou Network Technology Co., Ltd (""Party B"")",11/24/09,11/24/09,11/24/14,,,People's Republic of China,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing_Agreement,OUTSOURCING AGREEMENT,"Photronics, Inc. (???Photronics???); Dai Nippon Printing Co., Ltd. (???DNP???); Photronics DNP Photomask Corporation (???PDMC???); Xiamen American Japan Photronics Mask Co., Ltd. (""Company""); Phototronics and DNP (""Shareholder"" and collectively as ""Shareholders""); Shareholder and PDMC (""Supplier"" and collectively as the Suppliers"")",5/16/17,,perpetual,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content_License_Agreement__Marketing_Agreement__Sales-Purchase_Agreement1,"  CONTENT LICENSE, MARKETING AND SALES AGREEMENT","eFashion Solutions LLC (""EFS""); Playboy.com, Inc. (""Client"",??which shall include  affiliates controlling, controlled by or under common control with Playboy.com, Inc.)",1/15/08,1/15/08,2/28/13,3 years,,Illinois,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content_License_Agreement__Marketing_Agreement__Sales-Purchase_Agreement2,SUPPLIER/SUBCONTRACTOR CONTRACT,"Playboy.com, Inc. (""Purchaser""); Supplier",,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor_Agreement,DISTRIBUTOR AGREEMENT,"Co-Diagnostics, Inc. (""Principal""); PreCheck Health Services, Inc. (""Distributor"")",3/19/20,,3/18/21,,,Texas,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
Principal_Life_Insurance_Company_-_Broker_Dealer_Marketing_and_Servicing_Agreement,Broker Dealer Marketing and Servicing Agreement for Variable Annuity Contracts,"Principal Life Insurance Company (""Issuer"", individually referred to as a ???Party??? and collectively with Distributor and Broker Dealer as the ???Parties???); Princor Financial Services Corporation (""Distributor"", individually referred to as a ???Party??? and collectively with Issuer and Broker Dealer as the ???Parties???); ABC Company and its duly licensed insurance affiliates indicated on the signature page of this   Agreement (collectively ???Broker Dealer???, individually referred to as a ???Party??? and collectively with Issuer and Distributor as the ???Parties???)",[]/[]/2013,[]/[]/2013,,,,Iowa,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement_Agreement,Split-Dollar Endorsement Agreement,"Prudential Bank (""Employer""); Jeffrey Hanuscin (""Employee"")",17/1/06,17/1/06,,,,Pennsylvania,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
QBIOMEDINC_04_08_2020-EX-99.1-JOINT_FILING_AGREEMENT,JOINT FILING AGREEMENT,"YA II PN, Ltd.; YA Global Investments II (U.S.), Ltd.; Yorkville Advisors Global, LP; Yorkville Advisors Global II, LLC; YAII GP, LP; Yorkville Advisors GP, LLC; D-Beta One EQ, Ltd.; D-Beta One Blocker EQ, Ltd.;
D-Beta One Growth and Opportunity Fund Offshore, LP; D-Beta One GP, LLC; Delta Beta Advisors, LP",20/8/04,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
QIWI_06_16_2017-EX-99.D2-COOPERATION_AGREEMENT,Cooperation Agreement,"Otkritie Investments Cyprus Limited (???OICL??? and together with its Affiliates, ???Otkritie???); QIWI plc (???QIWI???, and, together with its Affiliates, ???QIWI Group???); OICL and QIWI (individually as ""Parties"" and together as ""Parties"")",15/2/06,,20/2/06,,,England and Wales,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
Quaker_Chemical_Corporation_-_NON_COMPETITION_AND_NON_SOLICITATION_AGREEMENT,NON-COMPETITION AND NON-SOLICITATION AGREEMENT,"Quaker Chemical Corporation (???Buyer???); Gulf Houghton Lubricants Ltd. (???Gulf Houghton???); Gulf Oil International Limited (???GulfInternational???); GOCL Corporation Limited (???Gulf Oil??? and, together with Gulf Houghton andGulf International, the ???Sellers??? and each, a ???Seller???); Gulf Oil Lubricants India, Ltd (???Gulf India???), solely for purposes of Section 1(c)[Confidentiality; Non-competition; Non-solicitation]",19/1/08,19/1/08,,,,Pennsylvania,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting_Agreement,e-business Hosting Agreement,"International Business Machines Corporation (""IBM???); The Quantum Group Inc. (""Customer"")",8/2/12,8/3/12,11/3/12,,,New York,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No
REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE_AND_HOSTING_AGREEMENT,LICENSE AND HOSTING AGREEMENT,"Transaction Applications Group, Inc. (""TAG""); Legacy Marketing Group, Inc. (""LMG"")",10/17/07,10/17/07,,,,Georgia,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No
