Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC_ALLIANCE_AGREEMENT,STRATEGIC ALLIANCE AGREEMENT,27,27,27,27,27,"STRATEGIC ALLIANCE AGREEMENT Among SUMITOMO MITSUI BANKING CORPORATION , SMBC NIKKO SECURITIES INC. . And MOELIS & COMPANY HOLDINGS LP , MOELIS & COMPANY HOLDINGS GP LLC Dated 2011 12",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,1,1,1,1,"SPONSORSHIP AGREEMENT - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - SPONSORSHIP AGREEMENT dated as of 2002 05 01 ( this "" Agreement "" ) , by and between XYBERNAUT CORPORATION , a Virginia corporation ( "" XC "" ) , and ALEX JOB RACING , INC . , a Florida corporation ( "" AJR "" ) . W I T N E S S T H - - - - - - - - - WHEREAS , XC is the market leader in wearable computers and related solutions and engages in other activities related thereto ; and WHEREAS , AJR is in the business of operating and maintaining "" Le Mans "" level racing car teams for the 2002 Le Mans American Racing Season ( the "" Season "" ) ; and WHEREAS , XC is desirous of sponsoring an automobile racing team comprised of two ( 2 ) Porsche GT racing cars which will be raced and managed during the Season by AJR ( the "" Team "" ) , in order to enhance market awareness and visibility of XC , and its business and products ; and WHEREAS , AJR is desirous of providing the aforementioned sponsorship to XC . NOW , THEREFORE , in consideration of the terms , covenants and conditions herein contained , and other good and valuable consideration , the receipt and legal sufficiency of which is hereby acknowledged by the parties , XC and AJR agree as follows : A G R E E M E N T - - - - - - - - - 1","SPONSORSHIP AGREEMENT - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - SPONSORSHIP AGREEMENT dated as of 2002 05 01 ( this "" Agreement "" ) , by and between XYBERNAUT CORPORATION , a Virginia corporation ( "" XC "" ) , and ALEX JOB RACING , INC . , a Florida corporation ( "" AJR "" ) . W I T N E S S T H - - - - - - - - - WHEREAS , XC is the market leader in wearable computers and related solutions and engages in other activities related thereto ; and WHEREAS , AJR is in the business of operating and maintaining "" Le Mans "" level racing car teams for the 2002 Le Mans American Racing Season ( the "" Season "" ) ; and WHEREAS , XC is desirous of sponsoring an automobile racing team comprised of two ( 2 ) Porsche GT racing cars which will be raced and managed during the Season by AJR ( the "" Team "" ) , in order to enhance market awareness and visibility of XC , and its business and products ; and WHEREAS , AJR is desirous of providing the aforementioned sponsorship to XC . NOW , THEREFORE , in consideration of the terms , covenants and conditions herein contained , and other good and valuable consideration , the receipt and legal sufficiency of which is hereby acknowledged by the parties , XC and AJR agree as follows : A G R E E M E N T - - - - - - - - - 1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION_AGREEMENT",COLLABORATION AGREEMENT,18t,18t,18t,18t,18t,"COLLABORATION AGREEMENT THIS COLLABORATION AGREEMENT ( "" Agreement "" ) is made as of this 18t",18t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding_Agreement2,"AMENDMENT TO SECTION 2 , PART B OF THE CO-BRANDING AGREEMENT",9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MACY_S,INC_05_11_2020-EX-99.4-JOINT_FILING_AGREEMENT",JOINT FILING AGREEMENT,11,11,11,11,JOINT FILING AGREEMENT,"JOINT FILING AGREEMENT In accordance with Rule 13d - 1 ( k ) ( 1 ) promulgated under the Securities Exchange Act of 1934 , as amended , the undersigned hereby agree to the joint filing with each of the Reporting Persons ( as such term is defined in the Schedule 13D referred to below ) on behalf of each of them of a statement on Schedule 13D ( including amendments thereto and statements on Schedule 13G ) with respect to the Common Stock , par value $ 0.01 per share of Macy 's , Inc. , a corporation organized under the laws of the State of Delaware , and that this agreement may be included as an exhibit to such joint filing . The undersigned acknowledge that each shall be responsible for the timely filing of any amendments , and for the completeness and accuracy of the information concerning the undersigned or contained herein and therein , but shall not be responsible for the completeness and accuracy of the information concerning the others . IN WITNESS WHEREOF , the undersigned hereby execute this agreement as of May 11",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8L-SERVICE_AGREEMENT,SERVICE AGREEMENT,"9/28/2004 by and among The Victory Portfolios ( the "" Trust "" ) , a Delaware statutory trust , on behalf of those series identified on Schedule A to this Agreement individually and not jointly ( such series being individual referred to herein as the "" Fund "" and collectively as the "" Funds "" ) , and Hartford Life Insurance Co. , Inc. ( "" Administrator "" ) , a Connecticut corporation . RECITALS 1 . The Trust is registered as an open - end management investment company under the Investment Company Act of 1940 , as amended ( hereinafter the "" 1940 Act "" ) and its shares are registered under the Securities Act of 1933 , as amended ( hereinafter the "" 1933 Act "" ) ; and 2 . The Administrator issues certain group variable annuity contracts and group funding agreements ( the "" Contracts "" ) in connection with retirement plans intended to meet the qualification requirements of Sections 401 , 403 ( b ) or 457 of the Internal Revenue Code of 1986 , as amended ( the "" Code "" ) ; and 3",9/28/2004,9/28/2004,9/28/2004,SERVICE AGREEMENT,"SERVICE AGREEMENT This Agreement is entered into as of 9/28/2004 by and among The Victory Portfolios ( the "" Trust "" ) , a Delaware statutory trust , on behalf of those series identified on Schedule A to this Agreement individually and not jointly ( such series being individual referred to herein as the "" Fund "" and collectively as the "" Funds "" ) , and Hartford Life Insurance Co. , Inc. ( "" Administrator "" ) , a Connecticut corporation . RECITALS 1 . The Trust is registered as an open - end management investment company under the Investment Company Act of 1940 , as amended ( hereinafter the "" 1940 Act "" ) and its shares are registered under the Securities Act of 1933 , as amended ( hereinafter the "" 1933 Act "" ) ; and 2 . The Administrator issues certain group variable annuity contracts and group funding agreements ( the "" Contracts "" ) in connection with retirement plans intended to meet the qualification requirements of Sections 401 , 403 ( b ) or 457 of the Internal Revenue Code of 1986 , as amended ( the "" Code "" ) ; and 3","9/28/2004 by and among The Victory Portfolios ( the "" Trust "" ) , a Delaware statutory trust , on behalf of those series identified on Schedule A to this Agreement individually and not jointly ( such series being individual referred to herein as the "" Fund "" and collectively as the "" Funds "" ) , and Hartford Life Insurance Co. , Inc. ( "" Administrator "" ) , a Connecticut corporation . RECITALS 1 . The Trust is registered as an open - end management investment company under the Investment Company Act of 1940 , as amended ( hereinafter the "" 1940 Act "" ) and its shares are registered under the Securities Act of 1933 , as amended ( hereinafter the "" 1933 Act "" ) ; and 2 . The Administrator issues certain group variable annuity contracts and group funding agreements ( the "" Contracts "" ) in connection with retirement plans intended to meet the qualification requirements of Sections 401 , 403 ( b ) or 457 of the Internal Revenue Code of 1986 , as amended ( the "" Code "" ) ; and 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual_Property_Agreement,INTELLECTUAL PROPERTY AGREEMENT,31,31,31,31,"INTELLECTUAL PROPERTY AGREEMENT This INTELLECTUAL PROPERTY AGREEMENT ( this "" Agreement "" ) , dated as of 2018 12 31","INTELLECTUAL PROPERTY AGREEMENT This INTELLECTUAL PROPERTY AGREEMENT ( this "" Agreement "" ) , dated as of 2018 12 31",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFSFUNDS_06_26_2020-EX-99.H_OTH_MAT_CONT-SERVICES_AGREEMENT,SERVICES AGREEMENT,24,24,24,24,"SERVICES AGREEMENT CONQUER RISK MANAGED VOLATILITY FUND CONQUER RISK TACTICAL ROTATION FUND CONQUER RISK TACTICAL OPPORTUNITIES FUND CONQUER RISK DEFENSIVE BULL FUND AGREEMENT dated as of 2020 06 24 , between PFS Funds ( the "" Trust "" ) , a Massachusetts business trust , and Potomac Fund Management , Inc. ( the "" Adviser "" ) , a Florida Corporation . WHEREAS , the Trust has been organized to operate as an open - end management investment company registered under the Investment Company Act of 1940 ( the "" Act "" ) ; and WHEREAS , the Trust has engaged the Adviser to act as investment adviser to the Conquer Risk Managed Volatility Fund , Conquer Risk Tactical Rotation Fund , Conquer Risk Tactical Opportunities Fund , and Conquer Risk Defensive Bull Fund ( each a "" Fund "" ) , series of PFS Funds ; and WHEREAS , the Trust wishes to retain the Adviser to perform certain additional services as hereinafter described on behalf of the Fund ; and WHEREAS , the Adviser wishes to provide such services to the Fund under the conditions set forth below ; NOW , THEREFORE , in consideration of the promises and mutual covenants contained in this Agreement , the Trust and the Adviser agree as follows : 1",SERVICES AGREEMENT CONQUER RISK MANAGED VOLATILITY FUND CONQUER RISK TACTICAL ROTATION FUND CONQUER RISK TACTICAL OPPORTUNITIES FUND CONQUER RISK DEFENSIVE BULL FUND AGREEMENT dated as of 2020 06 24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor_Agreement,EXCLUSIVE DISTRIBUTOR AGREEMENT,12th,12th,12th,12th,12th,"EXCLUSIVE DISTRIBUTOR AGREEMENT THIS EXCLUSIVE DISTRIBUTOR AGREEMENT ( this "" Agreement "" ) is made and entered into as of the 12th",12th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller_Agreement_Premier_Addendum,RESELLER AGREEMENT,29,29,29,29,"RESELLER AGREEMENT AGREEMENT NUMBER : 200 - 04 - 634 - 00 McDATA CORPORATION ( "" McDATA ) "" RESELLER "" MTI TECHNOLOGY CORPORATION 380 INTERLOCKEN CRESCENT ADDRESS : 14661 FRANKLIN AVE BROOMFIELD , CO 80021 ADDRESS : TUSTIN , CA 92780 ADDRESS : THE EFFECTIVE DATE OF THIS RESELLER AGREEMENT SHALL BE : Sept 29","RESELLER AGREEMENT AGREEMENT NUMBER : 200 - 04 - 634 - 00 McDATA CORPORATION ( "" McDATA ) "" RESELLER "" MTI TECHNOLOGY CORPORATION 380 INTERLOCKEN CRESCENT ADDRESS : 14661 FRANKLIN AVE BROOMFIELD , CO 80021 ADDRESS : TUSTIN , CA 92780 ADDRESS : THE EFFECTIVE DATE OF THIS RESELLER AGREEMENT SHALL BE : Sept 29",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES_AGREEMENT,SERVICES AGREEMENT,1,1,1,1,"SERVICES AGREEMENT SERVICES AGREEMENT , dated as of April 1","SERVICES AGREEMENT SERVICES AGREEMENT , dated as of April 1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PharmagenInc_20120803_8-KA_EX-10.1_7693204_EX-10.1_Endorsement_Agreement,ENDORSEMENT AGREEMENT,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,11th,11th,11th,11th,"Sponsorship Agreement ( the "" Agreement "" ) is entered into as of the 11th","Sponsorship Agreement ( the "" Agreement "" ) is entered into as of the 11th",11th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT_VENTURE_AGREEMENT,JOINT VENTURE AGREEMENT,18th,18th,18th,18th,JOINT VENTURE AGREEMENT MINDA IMPCO TECHNOLOGIES LIMITED This Joint Venture Agreement ( Agreement ) is made and executed on this the 18th,JOINT VENTURE AGREEMENT MINDA IMPCO TECHNOLOGIES LIMITED This Joint Venture Agreement ( Agreement ) is made and executed on this the 18th,18th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding_Agreement,CO - BRANDING AGREEMENT,19th,19th,19th,19th,"CO - BRANDING AGREEMENT This Agreement ( the "" Agreement "" ) , dated this 19th","CO - BRANDING AGREEMENT This Agreement ( the "" Agreement "" ) , dated this 19th",19th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP_AGREEMENT",SPONSORSHIP AGREEMENT,23,23,23,23,23,"SPONSORSHIP AGREEMENT BY AND BETWEEN ANTHEMIC , LLC & VNUE This Sponsorship Agreement ( the Agreement ) is entered into as of 2015 06 23",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement_Agreement,TALENT ENDORSEMENT AGREEMENT,2013,2013,2013,2013,2013,2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship_Agreement,SPONSORSHIP AGREEMENT,1st,1st,1st,1st,"1st day of 2018 04 01 ( "" Effective Date "" ) between Fruit of Life Productions LLC , ( "" Promoter "" ) and Eco Science Solutions , Inc. , ( "" Sponsor "" ) , 1135 Makawao Avenue , Suite 103 - tp@cklNUMBERtp@ckl 188 , Makawao , Hawaii , 96768 . Contribution by Sponsor : In consideration for the right to sponsor the Kaya Fest and to be acknowledged by Fruit of Life Productions LLC. , as a Promoter of the event during the term of this Agreement , Sponsor agrees to contract with Fruit of Life Productions LLC. , for the amount of $ 250,000.00 to be paid in full upon signing of this agreement . Bank Wire Transformation Information See Attached Wire Instructions Sponsorship Benefits for Presenting Partner Sponsor : * Main Stage named after your brand * 4 10x10 on site vendor booths * 50 VIP Sponsor Passes / 50 GA tickets for both days * 4 Parking passes * Opportunity to participate in after party * Banner placement in venue ( 10 ) * Approved audio / video assets to be provided as promotional use for Herbo * Name and phrase called out on stage between performers set * Your logo and a link from our website to your website * Your logo on video wall * Your company name and logo as a presenting sponsor * Banner at main entrance of venue * On stage banner placement * Logo in Backstage / VIP area * Mention on social media * Logo on Step and Repeat * Logo on all promotional print Terms and Termination : The term of this agreement will begin on 2018 04 01 and continue until 2018 04 30","SPONSORSHIP AGREEMENT This agreement ( the "" Agreement "" ) is made effective this 1st day of 2018 04 01 ( "" Effective Date "" ) between Fruit of Life Productions LLC , ( "" Promoter "" ) and Eco Science Solutions , Inc. , ( "" Sponsor "" ) , 1135 Makawao Avenue , Suite 103 - tp@cklNUMBERtp@ckl 188 , Makawao , Hawaii , 96768 . Contribution by Sponsor : In consideration for the right to sponsor the Kaya Fest and to be acknowledged by Fruit of Life Productions LLC. , as a Promoter of the event during the term of this Agreement , Sponsor agrees to contract with Fruit of Life Productions LLC. , for the amount of $ 250,000.00 to be paid in full upon signing of this agreement . Bank Wire Transformation Information See Attached Wire Instructions Sponsorship Benefits for Presenting Partner Sponsor : * Main Stage named after your brand * 4 10x10 on site vendor booths * 50 VIP Sponsor Passes / 50 GA tickets for both days * 4 Parking passes * Opportunity to participate in after party * Banner placement in venue ( 10 ) * Approved audio / video assets to be provided as promotional use for Herbo * Name and phrase called out on stage between performers set * Your logo and a link from our website to your website * Your logo on video wall * Your company name and logo as a presenting sponsor * Banner at main entrance of venue * On stage banner placement * Logo in Backstage / VIP area * Mention on social media * Logo on Step and Repeat * Logo on all promotional print Terms and Termination : The term of this agreement will begin on 2018 04 01 and continue until 2018 04 30",1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
